Data from LowRes_mercury_15_20_11_07_2024_HR4C61881__3__15-23-32-571.txt Node

Date: Thu Nov 07 15:23:32 EST 2024
User: crc00042
Spectrometer: HR4C6188
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
245.66	-55.46
245.797	-55.46
245.934	-55.46
246.071	-62.46
246.208	11.54
246.344	0.54
246.481	-13.46
246.618	-15.46
246.755	-0.46
246.892	7.54
247.029	-6.46
247.165	-17.46
247.302	8.54
247.439	16.54
247.576	14.54
247.713	-13.46
247.849	31.54
247.986	-12.46
248.123	10.54
248.26	-1.46
248.396	20.54
248.533	13.54
248.67	1.54
248.806	0.54
248.943	2.54
249.08	12.54
249.216	5.54
249.353	-5.46
249.49	2.54
249.626	8.54
249.763	-7.46
249.9	-9.46
250.036	2.54
250.173	0.54
250.309	-2.46
250.446	18.54
250.582	7.54
250.719	1.54
250.856	3.54
250.992	-0.46
251.129	1.54
251.265	-4.46
251.402	-0.46
251.538	-4.46
251.675	9.54
251.811	21.54
251.948	21.54
252.084	10.54
252.221	-18.46
252.357	2.54
252.493	26.54
252.63	10.54
252.766	27.54
252.903	11.54
253.039	15.54
253.175	1.54
253.312	14.54
253.448	5.54
253.585	-17.46
253.721	15.54
253.857	3.54
253.994	4.54
254.13	7.54
254.266	13.54
254.403	-1.46
254.539	16.54
254.675	17.54
254.811	10.54
254.948	15.54
255.084	3.54
255.22	-20.46
255.356	3.54
255.493	13.54
255.629	15.54
255.765	21.54
255.901	29.54
256.037	-1.46
256.174	20.54
256.31	7.54
256.446	-10.46
256.582	-8.46
256.718	5.54
256.854	3.54
256.991	21.54
257.127	15.54
257.263	8.54
257.399	12.54
257.535	-10.46
257.671	21.54
257.807	-12.46
257.943	-27.46
258.079	-13.46
258.215	10.54
258.351	30.54
258.487	8.54
258.623	14.54
258.759	-1.46
258.895	-1.46
259.031	-11.46
259.167	-7.46
259.303	16.54
259.439	9.54
259.575	-11.46
259.711	4.54
259.847	-2.46
259.983	18.54
260.119	0.54
260.255	21.54
260.391	-1.46
260.527	15.54
260.663	10.54
260.799	0.54
260.934	10.54
261.07	-2.46
261.206	-15.46
261.342	-16.46
261.478	20.54
261.614	13.54
261.749	-0.46
261.885	-1.46
262.021	-1.46
262.157	16.54
262.293	-13.46
262.428	-1.46
262.564	-9.46
262.7	12.54
262.836	-0.46
262.971	18.54
263.107	19.54
263.243	32.54
