Data from HighRes_mercury_15_13_11_07_2024_HR4C61891__18__15-14-24-986.txt Node

Date: Thu Nov 07 15:14:24 EST 2024
User: crc00042
Spectrometer: HR4C6189
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
639.567	-28.23
639.602	-28.23
639.636	-28.23
639.67	-49.23
639.704	-7.23
639.738	-3.23
639.773	4.77
639.807	-29.23
639.841	11.77
639.875	14.77
639.909	10.77
639.943	-11.23
639.978	-14.23
640.012	-3.23
640.046	13.77
640.08	7.77
640.114	8.77
640.148	-11.23
640.182	-3.23
640.217	-7.23
640.251	20.77
640.285	12.77
640.319	-20.23
640.353	-2.23
640.387	5.77
640.421	-1.23
640.455	2.77
640.49	-2.23
640.524	-9.23
640.558	12.77
640.592	-7.23
640.626	-3.23
640.66	2.77
640.694	4.77
640.728	-3.23
640.762	8.77
640.796	21.77
640.83	1.77
640.865	-7.23
640.899	-2.23
640.933	4.77
640.967	1.77
641.001	3.77
641.035	1.77
641.069	-5.23
641.103	-15.23
641.137	-14.23
641.171	-11.23
641.205	3.77
641.239	-3.23
641.273	25.77
641.307	0.77
641.341	-12.23
641.375	13.77
641.409	-9.23
641.443	-35.23
641.477	5.77
641.511	7.77
641.545	7.77
641.579	-11.23
641.614	-1.23
641.648	1.77
641.682	-31.23
641.716	-4.23
641.75	-0.23
641.784	-28.23
641.818	0.77
641.852	2.77
641.886	-13.23
641.919	15.77
641.953	-1.23
641.987	-2.23
642.021	-7.23
642.055	-3.23
642.089	-1.23
642.123	-23.23
642.157	-13.23
642.191	-0.23
642.225	15.77
642.259	-17.23
642.293	6.77
642.327	5.77
642.361	-28.23
642.395	3.77
642.429	11.77
642.463	5.77
642.497	1.77
642.531	-11.23
642.565	0.77
642.599	8.77
642.633	-16.23
642.666	4.77
642.7	4.77
642.734	5.77
642.768	-19.23
642.802	10.77
642.836	-19.23
642.87	-8.23
642.904	-0.23
642.938	-4.23
642.972	-7.23
643.005	-1.23
643.039	6.77
643.073	-4.23
643.107	22.77
643.141	-11.23
643.175	3.77
643.209	3.77
643.243	-1.23
643.276	3.77
643.31	-14.23
643.344	7.77
643.378	-2.23
643.412	1.77
643.446	14.77
643.48	-0.23
643.513	7.77
643.547	-3.23
643.581	-2.23
643.615	9.77
643.649	-6.23
643.683	3.77
643.716	-3.23
643.75	-1.23
643.784	-27.23
643.818	1.77
643.852	-19.23
643.886	5.77
643.919	14.77
643.953	4.77
643.987	-4.23
644.021	3.77
644.055	3.77
644.088	-0.23
644.122	-4.23
644.156	10.77
644.19	-0.23
644.224	-7.23
644.257	4.77
644.291	6.77
644.325	-10.23
644.359	-1.23
644.392	20.77
644.426	18.77
644.46	6.77
644.494	-0.23
644.527	-14.23
644.561	10.77
644.595	-7.23
644.629	-13.23
644.662	0.77
644.696	19.77
644.73	-8.23
644.764	-10.23
644.797	-4.23
644.831	-0.23
644.865	11.77
644.899	5.77
644.932	5.77
644.966	-0.23
645	15.77
645.033	27.77
645.067	1.77
645.101	9.77
645.135	-8.23
645.168	-13.23
645.202	-1.23
645.236	-12.23
645.269	0.77
645.303	-7.23
645.337	-0.23
645.37	-12.23
645.404	26.77
645.438	13.77
645.471	-3.23
645.505	3.77
645.539	-8.23
645.572	-14.23
645.606	-17.23
645.64	-1.23
645.673	-3.23
645.707	7.77
645.741	-1.23
645.774	-13.23
645.808	-4.23
645.842	-1.23
645.875	6.77
645.909	-15.23
645.943	-2.23
645.976	15.77
646.01	-9.23
646.043	11.77
646.077	-5.23
646.111	2.77
646.144	4.77
646.178	18.77
646.212	-20.23
646.245	-9.23
646.279	-10.23
646.312	2.77
646.346	12.77
646.38	-4.23
646.413	9.77
646.447	-6.23
646.48	-7.23
646.514	9.77
646.547	-5.23
646.581	6.77
646.615	-10.23
646.648	-18.23
646.682	-8.23
646.715	-12.23
646.749	3.77
646.782	3.77
646.816	-8.23
646.85	-7.23
646.883	0.77
646.917	-0.23
646.95	-0.23
646.984	6.77
647.017	4.77
647.051	13.77
647.084	12.77
647.118	10.77
647.151	1.77
647.185	3.77
647.218	-27.23
647.252	-0.23
647.285	-15.23
647.319	-7.23
647.353	-1.23
647.386	6.77
647.42	2.77
647.453	-5.23
647.487	-3.23
647.52	-4.23
647.553	-3.23
647.587	1.77
647.62	-7.23
647.654	1.77
647.687	1.77
647.721	21.77
647.754	20.77
647.788	-0.23
647.821	-3.23
647.855	2.77
647.888	9.77
647.922	1.77
647.955	-3.23
647.989	-0.23
648.022	0.77
648.055	13.77
648.089	3.77
648.122	31.77
648.156	-9.23
648.189	25.77
648.223	12.77
648.256	10.77
648.29	5.77
648.323	-3.23
648.356	7.77
648.39	19.77
648.423	4.77
648.457	1.77
648.49	13.77
648.523	10.77
648.557	6.77
648.59	1.77
648.624	6.77
648.657	-0.23
648.69	10.77
648.724	13.77
648.757	3.77
648.791	-5.23
648.824	0.77
648.857	8.77
648.891	11.77
648.924	13.77
648.957	11.77
648.991	-3.23
649.024	11.77
649.057	3.77
649.091	9.77
649.124	9.77
649.158	-10.23
649.191	20.77
649.224	-3.23
649.258	-1.23
649.291	-6.23
649.324	-4.23
649.358	-0.23
649.391	9.77
649.424	-1.23
649.458	2.77
649.491	-8.23
649.524	-7.23
649.557	-7.23
649.591	-21.23
649.624	8.77
649.657	-3.23
649.691	-19.23
649.724	1.77
649.757	12.77
649.791	-8.23
649.824	20.77
649.857	-2.23
649.89	5.77
649.924	-13.23
649.957	-1.23
649.99	-14.23
650.023	-1.23
650.057	8.77
650.09	-1.23
650.123	11.77
650.157	14.77
650.19	15.77
650.223	2.77
650.256	-7.23
650.29	-4.23
650.323	-0.23
650.356	7.77
650.389	-0.23
650.423	-9.23
650.456	-8.23
650.489	21.77
650.522	4.77
650.555	3.77
650.589	4.77
650.622	-1.23
650.655	5.77
650.688	7.77
650.721	-0.23
650.755	1.77
650.788	6.77
650.821	-11.23
650.854	5.77
650.887	2.77
650.921	-8.23
650.954	1.77
650.987	0.77
651.02	-7.23
651.053	-4.23
651.087	4.77
651.12	16.77
651.153	16.77
651.186	3.77
651.219	-16.23
651.252	-7.23
651.286	-0.23
651.319	-0.23
651.352	2.77
651.385	5.77
651.418	10.77
651.451	20.77
651.484	13.77
651.518	12.77
651.551	27.77
651.584	-3.23
651.617	12.77
651.65	-3.23
651.683	12.77
651.716	1.77
651.749	0.77
651.783	-0.23
651.816	29.77
651.849	-0.23
651.882	1.77
651.915	-0.23
651.948	13.77
651.981	-6.23
652.014	-16.23
652.047	-6.23
652.08	3.77
652.114	-1.23
652.147	-13.23
652.18	2.77
652.213	16.77
652.246	-16.23
652.279	-4.23
652.312	-4.23
652.345	1.77
652.378	-2.23
652.411	28.77
652.444	10.77
652.477	-0.23
652.51	-1.23
652.543	-11.23
652.576	5.77
652.609	-5.23
652.642	-8.23
652.675	2.77
652.709	5.77
652.742	-3.23
652.775	4.77
652.808	6.77
652.841	8.77
652.874	5.77
652.907	0.77
652.94	-7.23
652.973	-4.23
653.006	-2.23
653.039	3.77
653.072	-7.23
653.105	-7.23
653.138	-13.23
653.171	-1.23
653.204	7.77
653.237	14.77
653.27	0.77
653.303	-2.23
653.336	15.77
653.368	-2.23
653.401	14.77
653.434	-4.23
653.467	9.77
653.5	-8.23
653.533	-10.23
653.566	-0.23
653.599	6.77
653.632	6.77
653.665	-12.23
653.698	-16.23
653.731	-6.23
653.764	14.77
653.797	-1.23
653.83	-6.23
653.863	-4.23
653.896	-14.23
653.929	-10.23
653.961	-6.23
653.994	5.77
654.027	-20.23
654.06	6.77
654.093	5.77
654.126	2.77
654.159	-10.23
654.192	5.77
654.225	-10.23
654.258	-8.23
654.29	-7.23
654.323	4.77
654.356	-3.23
654.389	9.77
654.422	-2.23
654.455	-4.23
654.488	3.77
654.521	-2.23
654.553	-3.23
654.586	12.77
654.619	3.77
654.652	-5.23
654.685	-1.23
654.718	8.77
654.751	8.77
654.783	-10.23
654.816	-4.23
654.849	-9.23
654.882	-8.23
654.915	-11.23
654.948	-3.23
654.98	-17.23
655.013	-3.23
655.046	-5.23
655.079	-2.23
655.112	4.77
655.144	-20.23
655.177	-3.23
655.21	-0.23
655.243	14.77
655.276	7.77
655.308	-11.23
655.341	-10.23
655.374	-2.23
655.407	1.77
655.44	-5.23
655.472	-6.23
655.505	-4.23
655.538	-7.23
655.571	10.77
655.603	-2.23
655.636	-1.23
655.669	6.77
655.702	-2.23
655.734	-7.23
655.767	3.77
655.8	-12.23
655.833	1.77
655.865	20.77
655.898	-1.23
655.931	-3.23
655.964	-2.23
655.996	-0.23
656.029	14.77
656.062	-4.23
656.095	17.77
656.127	-13.23
656.16	-2.23
656.193	-11.23
656.225	14.77
656.258	-9.23
