Data from HighRes_H2D2_15_04_11_07_2024_HR4C61891__25__15-05-36-943.txt Node

Date: Thu Nov 07 15:05:36 EST 2024
User: crc00042
Spectrometer: HR4C6189
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
639.567	-27.85
639.602	-27.85
639.636	-27.85
639.67	-56.85
639.704	-41.85
639.738	11.15
639.773	4.15
639.807	-19.85
639.841	-8.85
639.875	7.15
639.909	-3.85
639.943	-4.85
639.978	-3.85
640.012	9.15
640.046	17.15
640.08	15.15
640.114	-13.85
640.148	-8.85
640.182	-11.85
640.217	1.15
640.251	16.15
640.285	8.15
640.319	-10.85
640.353	-7.85
640.387	3.15
640.421	-4.85
640.455	4.15
640.49	4.15
640.524	1.15
640.558	4.15
640.592	3.15
640.626	2.15
640.66	11.15
640.694	-13.85
640.728	5.15
640.762	-5.85
640.796	15.15
640.83	16.15
640.865	-3.85
640.899	-0.85
640.933	-3.85
640.967	-10.85
641.001	6.15
641.035	0.15
641.069	0.15
641.103	-11.85
641.137	0.15
641.171	-12.85
641.205	6.15
641.239	9.15
641.273	2.15
641.307	2.15
641.341	-8.85
641.375	-1.85
641.409	6.15
641.443	-1.85
641.477	-7.85
641.511	0.15
641.545	-2.85
641.579	-22.85
641.614	-6.85
641.648	-5.85
641.682	-10.85
641.716	5.15
641.75	4.15
641.784	-19.85
641.818	-16.85
641.852	-9.85
641.886	-23.85
641.919	7.15
641.953	0.15
641.987	-7.85
642.021	-12.85
642.055	0.15
642.089	3.15
642.123	-17.85
642.157	-15.85
642.191	-14.85
642.225	7.15
642.259	-12.85
642.293	4.15
642.327	1.15
642.361	-6.85
642.395	6.15
642.429	6.15
642.463	2.15
642.497	23.15
642.531	6.15
642.565	-7.85
642.599	5.15
642.633	-17.85
642.666	-0.85
642.7	1.15
642.734	2.15
642.768	-8.85
642.802	4.15
642.836	13.15
642.87	5.15
642.904	-2.85
642.938	8.15
642.972	2.15
643.005	-0.85
643.039	10.15
643.073	-4.85
643.107	-5.85
643.141	0.15
643.175	-11.85
643.209	4.15
643.243	-7.85
643.276	-10.85
643.31	4.15
643.344	0.15
643.378	-0.85
643.412	10.15
643.446	-6.85
643.48	-11.85
643.513	-3.85
